revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
2108.0,3.0,0.05,642.0,445.2,12792.782307631507
2327.0,2.0,0.95,573.4,10000.0,500.0
4478.0,3.0,0.42,544.0,5000.0,28004.97873605136
1465.0,3.0,0.42,628.0,593.75,23779.54164622753
2008.0,0.0,0.34,647.6,5000.0,39894.86850509702
500.0,5.0,0.94,556.0,774.52,500.0
3528.0,3.0,0.49,496.2,5000.0,1435.4474349906754
4044.0,2.0,0.57,469.2,5000.0,20244.96496449784
2951.0,3.0,0.99,491.2,5000.0,500.0
500.0,3.0,0.17,595.4,10000.0,500.0
1491.0,3.0,0.65,528.2,10000.0,500.0
1810.0,3.0,0.91,683.8,5000.0,500.0
1950.0,3.0,0.27,814.0,5000.0,30076.492167758945
3194.0,3.0,0.97,535.4,1185.33,15675.56939855582
3272.0,3.0,0.76,653.0,5000.0,18739.434573768805
4039.0,5.0,0.14,465.0,5000.0,26722.51063891717
1697.0,4.0,0.19,622.0,5000.0,500.0
2053.0,5.0,0.47,396.0,5000.0,4420.722427663023
5365.0,3.0,0.64,367.0,800.84,5560.780587478581
1289.0,3.0,0.78,748.6,1223.33,500.0
4091.0,3.0,0.94,566.0,616.36,3655.505647536224
1717.0,3.0,0.34,597.8,1064.48,17197.43570202067
4110.0,3.0,0.65,749.0,5000.0,15879.021218319647
2887.0,3.0,0.61,516.0,5000.0,500.0
2610.0,3.0,0.2,510.0,5000.0,11107.077914430149
2623.0,0.0,0.63,681.0,990.79,35380.09618294562
3359.0,4.0,0.18,522.0,906.02,28205.740727397675
4408.0,3.0,0.54,359.0,10000.0,500.0
4204.0,5.0,0.22,593.0,5000.0,18213.101271004227
2487.0,3.0,0.04,354.0,10000.0,500.0
1732.0,1.0,0.89,818.0,10000.0,17723.20021809159
2622.0,0.0,0.46,352.0,665.71,6984.706974534388
3134.0,3.0,0.23,377.0,894.34,500.0
2737.0,5.0,0.13,580.0,10000.0,1440.069571905364
1216.0,5.0,0.72,316.0,10000.0,500.0
2130.0,3.0,0.59,844.0,5000.0,730.8434637470251
2948.0,2.0,0.91,587.6,929.27,17211.450771728832
1530.0,2.0,0.58,571.6,559.35,500.0
1828.0,3.0,0.54,612.6,5000.0,500.0
2302.0,5.0,0.46,765.0,5000.0,500.0
1590.0,0.0,0.34,402.6,5000.0,500.0
4509.0,3.0,0.54,556.0,1086.9,39894.86850509702
4143.0,5.0,0.68,466.0,5000.0,2173.539199674299
3151.0,3.0,0.38,720.0,5000.0,500.0
4733.0,0.0,0.88,620.0,1231.54,20610.18863484644
2820.0,2.0,0.21,649.0,5000.0,14502.031079825532
4181.0,3.0,0.1,457.0,5000.0,500.0
3134.0,3.0,0.94,485.2,228.39,500.0
2756.0,3.0,0.39,632.6,303.96,17849.679144678932
3907.0,2.0,0.66,736.0,5000.0,39894.86850509702
4420.0,3.0,0.05,634.2,10000.0,22830.529170100373
4080.0,3.0,0.28,546.6,10000.0,31894.085926088992
2968.0,2.0,0.4,654.2,5000.0,12664.435501178286
2071.0,3.0,0.73,528.0,5000.0,500.0
2566.0,2.0,0.48,599.0,5000.0,20237.30157615237
3279.0,5.0,0.3,603.8,5000.0,21833.999417828752
5338.0,3.0,0.27,673.6,10000.0,39111.97185442146
2037.0,3.0,0.39,466.0,5000.0,36363.72059684359
798.0,3.0,0.2,828.0,857.37,11785.02158142409
3056.0,0.0,0.92,721.0,5000.0,2778.895441146856
4376.0,3.0,0.16,337.0,5000.0,17399.931684188447
4407.0,4.0,0.65,704.0,5000.0,8503.44658404202
3900.0,5.0,0.46,493.0,5000.0,20600.912025801503
2512.0,3.0,0.99,566.8,5000.0,500.0
3408.0,1.0,0.47,592.8,693.69,500.0
3725.0,3.0,0.76,320.0,10000.0,13422.29100322649
3714.0,3.0,0.5,365.0,5000.0,15973.595824815971
1543.0,3.0,0.07,706.0,5000.0,500.0
1870.0,5.0,0.97,357.0,5000.0,500.0
1544.0,3.0,0.71,697.0,961.13,500.0
3890.0,5.0,0.76,594.8,5000.0,30264.14579652031
2264.0,3.0,0.01,508.0,5000.0,18388.659350015118
3540.0,5.0,0.35,682.8,5000.0,19833.87940555405
4340.0,2.0,0.74,501.6,5000.0,500.0
1922.0,4.0,0.23,301.0,494.82,6920.170149102289
3320.0,0.0,0.89,785.0,10000.0,11431.23009848331
1526.0,0.0,0.49,420.0,10000.0,500.0
2173.0,3.0,0.89,509.0,5000.0,1182.464992217078
3012.0,3.0,0.06,565.6,10000.0,8383.41641013824
3245.0,4.0,0.41,745.0,5000.0,20849.14794541604
2221.0,3.0,0.2,599.8,5000.0,500.0
500.0,3.0,0.14,595.4,5000.0,500.0
2231.0,3.0,0.78,498.0,5000.0,595.4529022693162
848.0,3.0,0.43,780.0,10000.0,19311.85170122414
2900.0,3.0,0.18,554.0,10000.0,29107.11122185828
1209.0,1.0,0.53,486.8,10000.0,4421.836090337169
2176.0,1.0,0.03,592.6,5000.0,22156.6601666299
4437.0,3.0,0.13,660.0,10000.0,9076.631651004212
1925.0,3.0,0.27,709.0,5000.0,500.0
2770.0,4.0,0.06,424.0,10000.0,500.0
3743.0,1.0,0.95,567.2,5000.0,500.0
5393.0,3.0,0.91,673.0,5000.0,8779.914737074032
1339.0,4.0,0.73,760.0,5000.0,500.0
5408.0,3.0,0.53,327.0,1058.64,12003.974387865432
5316.0,2.0,0.29,601.6,10000.0,19556.521117359865
2277.0,5.0,0.56,804.0,5000.0,15115.590081648994
3635.0,3.0,0.64,598.2,1453.44,500.0
1163.0,3.0,0.78,473.0,797.76,31218.020232801584
1609.0,4.0,0.05,625.0,5000.0,500.0
4957.0,2.0,0.95,787.0,1223.69,9446.472980106704
500.0,3.0,0.72,558.0,464.67,22361.333369471427
5505.0,2.0,0.77,692.0,5000.0,22506.54481869007
536.0,3.0,0.46,559.4,5000.0,500.0
5200.0,4.0,0.77,470.8,5000.0,27305.77273471144
4483.0,3.0,0.75,825.0,5000.0,24757.281249515778
4324.0,3.0,0.75,642.0,5000.0,11123.788700251043
3111.0,5.0,0.31,504.2,488.9,500.0
3074.0,3.0,0.57,535.4,5000.0,33156.131553929656
658.0,3.0,0.41,334.0,10000.0,500.0
2904.0,0.0,0.07,558.0,765.92,26267.050324186486
1389.0,3.0,0.89,444.0,5000.0,500.0
1185.0,3.0,0.07,603.6,1047.29,500.0
500.0,3.0,0.74,595.4,10000.0,500.0
1706.0,3.0,0.86,421.0,5000.0,8530.171542970327
500.0,3.0,0.87,507.0,940.7,500.0
1945.0,5.0,0.3,578.8,5000.0,500.0
2539.0,3.0,0.01,580.6,5000.0,853.7959272966966
1244.0,3.0,0.52,581.0,671.13,16612.42167072627
3200.0,2.0,0.42,563.0,5000.0,500.0
1861.0,1.0,0.28,529.0,10000.0,6011.798991135412
2560.0,3.0,0.11,774.0,10000.0,20292.408867132155
2440.0,1.0,0.68,439.0,860.06,31792.38150694156
1119.0,2.0,0.1,596.0,10000.0,14916.0339311424
2891.0,3.0,0.66,569.4,10000.0,500.0
1192.0,2.0,0.56,489.2,5000.0,10733.234559213986
500.0,3.0,0.23,376.0,5000.0,15819.26553529323
2247.0,3.0,0.92,470.8,5000.0,500.0
1185.0,1.0,0.68,629.0,5000.0,500.0
1021.0,3.0,0.44,544.4,661.7,500.0
1309.0,3.0,0.92,710.0,5000.0,500.0
2708.0,3.0,0.48,346.0,10000.0,10671.75694925496
3085.0,3.0,0.29,723.0,5000.0,14821.298061499252
963.0,1.0,0.98,519.6,10000.0,500.0
3573.0,4.0,0.87,657.0,888.67,35923.21824329299
2276.0,3.0,0.03,746.0,5000.0,500.0
3857.0,3.0,0.55,695.0,5000.0,18172.210413180703
1035.0,2.0,0.72,566.2,5000.0,1352.1952582900844
1385.0,4.0,0.82,586.4,1398.79,11579.698833698158
746.0,3.0,0.4,741.0,5000.0,500.0
3073.0,3.0,0.88,360.0,5000.0,500.0
2101.0,3.0,0.34,425.0,10000.0,500.0
2637.0,3.0,0.12,584.0,814.03,500.0
3226.0,3.0,0.63,422.0,10000.0,14206.009367066032
1484.0,3.0,0.85,508.0,736.29,18913.535511262864
2912.0,3.0,0.49,526.0,5000.0,20294.65511964112
2199.0,3.0,0.13,365.0,5000.0,17543.403390661868
2077.0,3.0,0.02,773.0,5000.0,8851.47513253766
3258.0,3.0,0.33,518.2,915.26,12229.796649872353
2983.0,3.0,0.84,457.0,973.25,3815.353995880664
979.0,3.0,0.61,339.0,5000.0,500.0
2724.0,2.0,0.41,513.0,1090.67,500.0
1671.0,4.0,0.34,645.2,5000.0,8230.338986540903
2320.0,4.0,0.64,580.0,5000.0,36167.76622830452
2972.0,3.0,0.68,780.0,10000.0,24836.587172466585
2253.0,0.0,0.88,450.0,10000.0,500.0
1100.0,3.0,0.77,625.4,786.26,24151.30009138787
2781.0,5.0,0.87,615.8,10000.0,12849.66453351526
2691.0,1.0,0.77,658.6,5000.0,5178.461905660711
2316.0,3.0,0.46,505.8,5000.0,10625.22505171767
2421.0,3.0,0.61,734.0,10000.0,10377.238066160244
3099.0,3.0,0.5,340.0,5000.0,500.0
1436.0,3.0,0.14,387.0,5000.0,500.0
1521.0,3.0,0.55,497.4,5000.0,8958.751400020752
3344.0,3.0,0.54,588.0,10000.0,8082.296416917527
1885.0,0.0,0.67,811.0,5000.0,27756.833338880904
3343.0,0.0,0.49,673.0,5000.0,500.0
987.0,3.0,0.4,513.0,780.33,18145.549807858868
1774.0,2.0,0.81,326.0,1039.09,500.0
2309.0,3.0,0.43,629.6,5000.0,25164.516564663525
1464.0,3.0,0.49,647.0,10000.0,10131.66846365795
1518.0,4.0,0.08,531.2,10000.0,3912.560356258768
1519.0,4.0,1.0,524.0,10000.0,500.0
2960.0,3.0,0.88,472.0,710.32,24170.919318010536
3477.0,3.0,0.89,516.0,744.4,14517.806161457043
1977.0,1.0,0.19,647.0,5000.0,500.0
1864.0,3.0,0.28,635.0,5000.0,500.0
4479.0,2.0,0.87,625.0,5000.0,11704.36628697587
2395.0,4.0,0.32,639.0,5000.0,13531.803584188276
2173.0,5.0,0.83,489.4,5000.0,4137.958771077626
3066.0,3.0,0.82,530.0,5000.0,21484.31832814409
1579.0,4.0,0.81,624.4,5000.0,17478.508978244045
5270.0,3.0,0.51,698.0,5000.0,37943.8602929614
2835.0,3.0,0.34,623.4,501.35,500.0
2952.0,3.0,0.38,639.0,5000.0,500.0
3315.0,0.0,0.88,712.0,5000.0,500.0
500.0,1.0,0.4,595.4,5000.0,500.0
4392.0,2.0,0.98,678.0,5000.0,500.0
500.0,3.0,0.8,580.2,5000.0,17729.107635313183
2428.0,3.0,0.89,845.0,557.05,9634.552592096086
2762.0,2.0,0.55,668.4,5000.0,7230.425395693608
2236.0,3.0,0.21,602.2,5000.0,23789.25327939984
3883.0,3.0,0.09,640.6,5000.0,3147.811151843219
500.0,2.0,0.13,387.0,5000.0,500.0
2010.0,5.0,0.59,806.0,452.14,500.0
1348.0,3.0,0.78,475.0,5000.0,500.0
4181.0,3.0,0.23,807.0,5000.0,39894.86850509702
2332.0,3.0,0.44,527.0,1129.88,5641.9426226197775
1142.0,3.0,0.26,575.4,5000.0,21770.35822862159
964.0,3.0,0.58,452.4,989.03,500.0
2618.0,0.0,0.48,536.0,5000.0,28319.53589596485
4245.0,3.0,0.29,437.0,5000.0,500.0
2782.0,3.0,0.23,483.2,5000.0,500.0
2246.0,3.0,0.5,589.4,10000.0,8360.660090286354
1086.0,1.0,0.77,836.0,685.02,500.0
3142.0,3.0,0.73,323.0,5000.0,14102.349016629383
2147.0,0.0,0.17,623.0,5000.0,500.0
2773.0,5.0,0.83,442.2,5000.0,20527.32364551167
1721.0,3.0,0.87,765.0,5000.0,500.0
3255.0,3.0,0.47,644.0,454.79,27977.84158327855
2365.0,5.0,0.26,542.8,985.68,500.0
4123.0,5.0,0.04,719.8,10000.0,18200.41903580191
2218.0,3.0,0.73,729.0,10000.0,781.5679829672639
3497.0,3.0,0.15,618.8,679.14,33318.97988955484
2965.0,3.0,0.56,427.2,10000.0,8545.432669045727
2809.0,0.0,0.19,542.8,5000.0,19980.13470989714
2784.0,3.0,0.22,321.0,5000.0,500.0
2575.0,4.0,0.48,350.0,215.48,500.0
2558.0,3.0,0.49,403.0,5000.0,16227.086392415826
5718.0,5.0,0.19,546.0,5000.0,738.0742498209131
2515.0,3.0,0.46,642.6,509.07,17999.64542909169
2117.0,1.0,0.99,602.6,5000.0,500.0
3482.0,3.0,0.19,820.0,744.38,11616.9030696559
2667.0,3.0,0.48,451.4,177.18,16912.590543496095
500.0,3.0,0.05,595.4,5000.0,500.0
4145.0,2.0,0.37,586.0,10000.0,500.0
820.0,3.0,0.12,539.4,927.14,500.0
1449.0,2.0,0.37,670.0,5000.0,500.0
2869.0,3.0,0.32,535.4,10000.0,26304.32033268927
3919.0,3.0,0.68,381.0,1443.68,4771.326582774387
2396.0,3.0,0.73,629.4,865.77,24672.434267643137
2178.0,3.0,0.34,721.0,776.49,22925.26629283329
1836.0,5.0,0.44,513.0,5000.0,500.0
4243.0,2.0,0.34,649.0,10000.0,500.0
4591.0,5.0,0.17,533.6,5000.0,11024.348114058204
1881.0,5.0,0.08,397.0,1028.83,4106.986035111996
1992.0,3.0,0.54,440.0,10000.0,500.0
1929.0,3.0,0.05,589.6,10000.0,500.0
4065.0,3.0,0.19,373.0,5000.0,20497.265000311854
3663.0,3.0,0.65,647.0,414.28,500.0
1717.0,1.0,0.82,565.4,739.45,500.0
4675.0,3.0,0.28,572.2,5000.0,15710.590455545474
2278.0,3.0,0.65,721.8,10000.0,500.0
1319.0,3.0,0.69,512.0,5000.0,500.0
3783.0,3.0,0.73,818.0,773.33,500.0
4482.0,3.0,0.12,570.4,10000.0,14040.912069639324
3738.0,2.0,0.35,823.0,5000.0,28857.19324652385
1516.0,3.0,0.58,702.0,5000.0,26197.652891425936
1449.0,3.0,0.07,763.0,10000.0,500.0
4273.0,1.0,0.86,545.6,5000.0,26922.83476679464
647.0,5.0,0.16,647.8,681.23,14442.63221628915
1428.0,3.0,0.24,401.0,10000.0,500.0
1425.0,3.0,0.15,600.6,518.27,19554.29312460119
2192.0,3.0,0.74,482.0,850.77,500.0
3602.0,3.0,0.9,599.0,1029.08,22861.79456782428
2107.0,0.0,0.65,645.0,10000.0,5801.595224781476
747.0,0.0,0.61,512.4,5000.0,6737.0437220161775
3366.0,4.0,0.42,543.4,5000.0,500.0
1820.0,1.0,0.97,435.8,5000.0,7893.045955084727
2034.0,3.0,0.1,639.8,10000.0,25078.79356716084
3012.0,3.0,0.59,485.8,5000.0,2261.521881785914
2297.0,3.0,0.75,685.0,10000.0,36142.87266328
1529.0,2.0,0.59,571.6,5000.0,500.0
4314.0,0.0,0.79,534.0,5000.0,5419.59294159302
3726.0,3.0,0.29,762.0,10000.0,19072.951075048928
3003.0,3.0,0.51,666.0,5000.0,1190.197518363465
4431.0,3.0,0.51,550.8,10000.0,33933.011722233095
2371.0,0.0,0.52,558.0,5000.0,8475.909092890979
3173.0,3.0,0.49,715.0,5000.0,500.0
3930.0,3.0,0.48,561.0,5000.0,28079.89992345546
2435.0,0.0,0.94,616.6,10000.0,500.0
2527.0,4.0,0.27,393.0,5000.0,500.0
1007.0,3.0,0.98,616.8,688.23,500.0
2538.0,3.0,0.3,754.0,10000.0,22200.55242602915
2094.0,3.0,0.49,522.0,5000.0,9283.855571221276
3562.0,1.0,0.26,530.0,5000.0,500.0
899.0,2.0,0.97,782.0,10000.0,14428.313756023645
2392.0,3.0,0.48,788.0,894.83,11407.029763763612
3281.0,3.0,0.59,363.0,1047.11,8376.704799982605
2543.0,1.0,0.42,338.0,595.91,500.0
3431.0,3.0,0.12,684.0,5000.0,500.0
2670.0,3.0,0.13,491.8,358.61,500.0
3240.0,0.0,0.48,472.0,5000.0,4802.988003983614
3291.0,4.0,0.9,468.6,10000.0,500.0
3111.0,3.0,0.88,665.0,10000.0,25420.07344402305
2180.0,0.0,0.43,452.8,5000.0,500.0
1853.0,4.0,0.32,590.6,10000.0,500.0
1571.0,3.0,0.1,476.0,5000.0,500.0
1226.0,0.0,0.75,509.8,5000.0,500.0
2923.0,4.0,0.39,551.4,10000.0,500.0
1622.0,3.0,0.11,547.6,998.27,500.0
2322.0,1.0,0.61,537.8,5000.0,500.0
500.0,0.0,0.54,510.4,10000.0,6127.869716111422
3001.0,3.0,0.07,499.6,10000.0,500.0
3815.0,4.0,0.56,825.0,5000.0,500.0
2977.0,4.0,0.94,623.0,5000.0,11336.297362326908
3924.0,3.0,0.55,678.0,5000.0,5948.170760662255
4489.0,5.0,0.65,645.0,5000.0,21612.37044925595
3792.0,4.0,0.48,540.2,10000.0,500.0
3217.0,3.0,0.02,569.8,10000.0,30266.82269910013
3538.0,4.0,0.26,573.4,5000.0,8038.133550766876
1584.0,4.0,0.87,625.0,5000.0,2812.595318098753
2146.0,3.0,0.7,761.0,10000.0,20574.34265847565
1650.0,3.0,0.42,443.0,714.7,500.0
1839.0,3.0,0.71,415.0,571.45,5061.5601926923455
1129.0,5.0,0.32,320.0,10000.0,500.0
2679.0,0.0,0.89,766.0,5000.0,29058.06890589024
4289.0,1.0,0.91,611.0,417.37,500.0
2484.0,1.0,0.71,305.0,10000.0,500.0
500.0,3.0,0.29,703.4,10000.0,2168.3014925625766
1124.0,3.0,0.42,518.6,524.07,12411.31214263726
2117.0,3.0,0.25,523.2,10000.0,4637.810093883813
1904.0,3.0,0.35,516.4,10000.0,500.0
4819.0,3.0,0.16,705.0,5000.0,38375.36606328268
1455.0,3.0,0.33,714.6,698.21,500.0
500.0,3.0,1.0,595.4,10000.0,500.0
500.0,3.0,0.8,595.4,5000.0,500.0
2888.0,3.0,0.69,612.6,5000.0,29542.63792187172
500.0,2.0,0.75,837.0,5000.0,14334.790502978738
2092.0,0.0,0.35,384.0,817.27,500.0
4925.0,3.0,0.54,634.0,5000.0,17724.574472406643
500.0,0.0,0.25,323.0,563.72,500.0
3449.0,5.0,0.12,501.2,5000.0,30648.49801819472
3367.0,3.0,0.4,446.2,5000.0,4220.05296989734
2163.0,3.0,0.81,630.2,847.28,7297.947277307056
2248.0,5.0,0.03,428.8,270.33,500.0
3701.0,3.0,0.89,620.8,660.0,20404.007101959724
792.0,3.0,0.23,586.4,5000.0,500.0
3027.0,0.0,0.53,623.8,5000.0,500.0
1286.0,5.0,0.9,584.0,1172.6,20360.58418007003
963.0,2.0,0.59,519.6,5000.0,500.0
3092.0,4.0,0.93,512.0,10000.0,2137.4495865119416
1353.0,3.0,0.15,530.0,495.46,11091.778693950411
2167.0,3.0,0.98,503.4,5000.0,10567.42401127163
4439.0,2.0,0.75,634.2,5000.0,39894.86850509702
1736.0,2.0,0.63,325.0,5000.0,19586.0762412498
2649.0,5.0,0.12,548.0,915.72,500.0
2889.0,3.0,0.63,516.0,5000.0,500.0
500.0,4.0,0.81,595.4,1063.35,500.0
3614.0,0.0,0.58,647.8,10000.0,20389.981331141284
3013.0,5.0,0.49,749.0,5000.0,20598.3563482812
3062.0,2.0,0.74,486.0,5000.0,500.0
3089.0,3.0,0.48,603.2,10000.0,37399.6670821013
1557.0,3.0,0.75,307.0,5000.0,20056.794915547514
3888.0,3.0,0.63,717.0,5000.0,22130.63222840987
1651.0,3.0,0.29,435.0,10000.0,500.0
4682.0,1.0,0.04,576.0,5000.0,4591.209243175377
3609.0,3.0,0.19,678.4,762.89,500.0
2266.0,0.0,0.93,483.6,10000.0,10203.308862875749
4292.0,3.0,0.68,538.0,10000.0,22172.379079375605
4895.0,3.0,0.43,711.0,5000.0,23389.51071048519
2728.0,3.0,0.21,582.0,10000.0,14521.522688995388
500.0,3.0,0.05,595.4,5000.0,500.0
3452.0,1.0,0.04,592.0,589.92,24287.99102342265
3951.0,3.0,0.51,514.8,857.84,5118.454894536637
4682.0,3.0,0.15,788.0,10000.0,17549.50342867689
2150.0,3.0,0.19,776.0,1056.43,500.0
2519.0,3.0,0.98,348.0,347.77,500.0
993.0,5.0,0.27,534.0,998.73,500.0
2109.0,5.0,0.96,613.2,908.54,10792.3901706821
3281.0,2.0,0.23,647.6,10000.0,36488.91702247232
1875.0,3.0,0.99,764.0,5000.0,34635.661077110126
2823.0,3.0,0.1,560.0,10000.0,23124.904595143067
3486.0,3.0,0.39,517.6,10000.0,500.0
2145.0,3.0,0.17,647.2,5000.0,23305.20524108271
2046.0,3.0,0.46,657.0,5000.0,18671.445967623644
4754.0,3.0,0.54,684.0,5000.0,15609.991480806057
1464.0,5.0,0.32,525.0,397.78,500.0
3366.0,2.0,0.68,634.8,5000.0,29230.3405532146
500.0,4.0,0.61,320.0,745.66,500.0
2707.0,3.0,0.45,520.6,10000.0,500.0
2518.0,4.0,0.86,441.2,10000.0,500.0
2575.0,3.0,0.85,809.0,5000.0,500.0
1939.0,2.0,0.45,547.4,10000.0,19583.13696015269
2570.0,4.0,0.49,513.0,10000.0,2502.644834658861
4345.0,5.0,0.23,609.4,5000.0,23333.146224276992
2649.0,3.0,0.63,667.0,5000.0,500.0
2430.0,3.0,0.76,648.0,5000.0,500.0
2305.0,0.0,0.46,666.0,5000.0,500.0
500.0,3.0,0.58,595.4,607.38,500.0
4187.0,1.0,0.26,651.0,10000.0,12183.02311198201
1615.0,5.0,0.59,585.4,671.45,6081.925621554546
1981.0,1.0,0.99,572.2,5000.0,9420.651157219008
3852.0,3.0,0.37,835.0,5000.0,500.0
946.0,3.0,0.91,837.0,10000.0,500.0
1358.0,5.0,0.35,588.0,10000.0,500.0
1978.0,3.0,0.17,630.0,10000.0,500.0
3142.0,0.0,0.12,467.0,5000.0,4792.3119247859
2061.0,3.0,0.58,593.0,803.53,500.0
3336.0,4.0,0.66,547.2,5000.0,17960.37004122034
4944.0,5.0,0.18,546.4,5000.0,12873.031183839874
2682.0,3.0,0.45,502.0,5000.0,500.0
500.0,3.0,0.46,595.4,5000.0,500.0
4122.0,3.0,0.14,503.0,5000.0,6641.673299403863
2254.0,2.0,0.94,499.2,10000.0,25653.8548432962
4504.0,1.0,0.86,388.0,5000.0,24423.367356687104
2453.0,4.0,0.49,723.0,148.04,500.0
2496.0,1.0,0.72,759.0,10000.0,500.0
2926.0,3.0,0.23,637.6,10000.0,31112.626523884173
1384.0,3.0,0.76,457.6,1008.07,500.0
2883.0,3.0,0.37,541.0,10000.0,6280.086769515965
500.0,3.0,0.65,490.0,5000.0,500.0
896.0,0.0,0.3,494.0,5000.0,12874.556201202864
3717.0,1.0,0.47,462.2,5000.0,500.0
1715.0,5.0,0.69,520.2,10000.0,500.0
1465.0,3.0,0.62,644.0,-101.05,500.0
2695.0,3.0,0.83,571.0,1251.6,24477.86455455515
2600.0,3.0,0.8,704.0,762.63,500.0
536.0,1.0,0.52,622.0,5000.0,500.0
1431.0,1.0,0.15,718.0,10000.0,500.0
3153.0,3.0,0.75,541.8,829.72,500.0
1930.0,3.0,0.0,634.0,10000.0,17537.5768626497
4893.0,1.0,0.83,429.4,5000.0,6652.601907887115
3204.0,3.0,0.4,794.0,654.42,500.0
1187.0,3.0,0.94,791.0,5000.0,6243.547085675631
500.0,3.0,0.1,595.4,10000.0,500.0
2443.0,3.0,0.91,549.4,10000.0,6043.441235351164
2764.0,2.0,0.7,616.0,10000.0,34427.4067352318
1572.0,3.0,0.46,578.2,5000.0,21049.649662948512
2814.0,5.0,0.64,566.8,5000.0,22986.86900407216
3138.0,0.0,0.85,526.2,5000.0,500.0
3162.0,5.0,0.58,617.0,5000.0,10982.076331042272
1856.0,3.0,0.99,706.0,10000.0,28274.42534285644
2658.0,3.0,0.09,685.0,5000.0,21321.56672710261
1389.0,1.0,0.47,589.2,5000.0,500.0
3598.0,4.0,0.44,349.0,5000.0,14707.494346449566
2201.0,5.0,0.18,510.6,5000.0,14594.453914396168
4304.0,1.0,0.74,545.6,5000.0,26907.15136647973
2120.0,3.0,0.72,527.6,5000.0,18708.278434555887
4658.0,2.0,0.84,773.0,5000.0,8600.221570401316
1596.0,3.0,0.65,446.8,1006.21,10795.14829828503
2695.0,2.0,0.89,654.6,5000.0,3282.616970746021
929.0,0.0,0.93,376.0,5000.0,500.0
1965.0,2.0,0.46,520.2,10000.0,500.0
1622.0,2.0,0.77,510.0,5000.0,13482.61574743173
2327.0,3.0,0.58,591.2,10000.0,8255.097588643775
5718.0,3.0,0.39,496.8,716.03,11272.659120272683
2694.0,5.0,0.62,545.0,5000.0,25805.445066223645
1938.0,1.0,0.81,822.0,5000.0,8243.965842906731
1885.0,2.0,0.68,620.0,5000.0,625.181791164074
1506.0,1.0,0.55,649.0,657.47,500.0
500.0,3.0,0.48,780.0,10000.0,500.0
500.0,3.0,0.65,565.0,891.72,1875.577048194616
4703.0,3.0,0.32,594.8,445.01,28360.07700017293
2890.0,3.0,0.32,494.6,10000.0,15489.229529015667
791.0,5.0,0.97,520.0,10000.0,500.0
3184.0,3.0,0.94,587.0,5000.0,23694.30682435365
2381.0,3.0,0.13,507.2,871.49,500.0
4687.0,4.0,0.26,723.4,927.47,25025.308349157804
1483.0,1.0,0.03,701.0,5000.0,500.0
1193.0,0.0,0.62,545.8,10000.0,14431.899627318558
2829.0,1.0,0.33,590.8,401.22,3600.6258579204514
3613.0,3.0,0.99,573.0,5000.0,15575.458114561729
1658.0,0.0,0.23,561.0,5000.0,500.0
1542.0,0.0,0.34,703.0,5000.0,500.0
2150.0,3.0,0.74,610.8,5000.0,500.0
5028.0,5.0,0.91,654.0,10000.0,38753.47407594087
2078.0,3.0,0.82,602.2,5000.0,2681.2930906561137
5293.0,3.0,0.33,692.0,5000.0,39894.86850509702
2826.0,3.0,0.68,566.2,10000.0,9442.87811949249
2933.0,2.0,0.81,599.0,10000.0,500.0
2786.0,3.0,0.41,388.0,5000.0,28067.975016114327
2517.0,1.0,0.98,612.0,5000.0,500.0
2101.0,3.0,0.42,370.0,10000.0,35834.10601247562
2045.0,3.0,0.21,524.0,855.14,16961.85182746997
3511.0,3.0,0.14,352.0,1013.32,500.0
2322.0,3.0,0.03,442.0,455.66,13967.640759039814
3144.0,2.0,0.06,643.4,5000.0,500.0
2510.0,0.0,0.7,717.0,591.72,23259.8725121498
1883.0,4.0,0.17,495.4,1158.32,500.0
2213.0,3.0,0.61,469.0,5000.0,500.0
500.0,1.0,0.83,595.4,490.27,500.0
1634.0,4.0,0.52,435.0,5000.0,10274.636174398358
3414.0,1.0,0.61,648.0,1019.99,33852.133516221205
2664.0,3.0,0.3,755.0,1062.62,500.0
2499.0,3.0,0.78,501.0,5000.0,500.0
2659.0,3.0,0.6,379.0,881.28,17192.327566960998
3192.0,3.0,0.76,637.2,10000.0,25148.09909402505
4733.0,3.0,0.58,682.0,5000.0,500.0
2597.0,3.0,0.24,758.0,5000.0,500.0
506.0,3.0,0.37,678.0,5000.0,500.0
4324.0,3.0,0.35,311.0,10000.0,500.0
1933.0,3.0,0.99,438.4,10000.0,500.0
1684.0,3.0,0.71,799.0,637.29,19034.951240767296
2789.0,3.0,0.6,551.8,10000.0,500.0
2396.0,2.0,0.59,302.0,829.02,12465.414702869017
500.0,4.0,0.69,549.0,10000.0,500.0
2385.0,3.0,0.22,538.2,10000.0,18468.08184681773
2173.0,5.0,0.99,533.6,5000.0,500.0
3671.0,3.0,0.01,747.0,5000.0,23397.444798880064
1548.0,3.0,0.62,446.8,5000.0,10685.702487447646
1778.0,3.0,0.03,450.0,211.18,500.0
2876.0,3.0,0.28,514.6,758.94,500.0
2149.0,3.0,0.26,599.0,5000.0,2380.109931256516
1986.0,3.0,0.37,475.0,5000.0,8167.786644706812
2291.0,3.0,0.09,719.0,10000.0,778.0760829098288
2080.0,3.0,0.31,489.8,1271.66,19237.084009896305
2380.0,3.0,0.9,702.0,10000.0,22110.34115101684
